flow_type,customs_office,product,partner,value
import,La Rochelle,autres produits,Europe,5859.3003
import,La Rochelle,autres produits,Reste du monde (USA),5707.5
import,La Rochelle,autres produits,Ports francs et petites îles,240
import,La Rochelle,autres produits,Europe,418.5
import,La Rochelle,autres produits,Ports francs et petites îles,6020
import,La Rochelle,autres produits,Europe,5532.1001
import,La Rochelle,autres produits,Ports francs et petites îles,83814.297
import,La Rochelle,autres produits,Grande Bretagne,432
import,La Rochelle,autres produits,Europe,100
import,La Rochelle,autres produits,Europe,5200
import,La Rochelle,autres produits,Europe,120
import,La Rochelle,autres produits,Ports francs et petites îles,396
import,La Rochelle,autres produits,Ports francs et petites îles,192
import,La Rochelle,autres produits,Europe,190
import,La Rochelle,autres produits,Ports francs et petites îles,933
import,La Rochelle,autres produits,Ports francs et petites îles,921
import,La Rochelle,autres produits,Grande Bretagne,286
import,La Rochelle,autres produits,Europe,489
import,La Rochelle,autres produits,Europe,153
import,La Rochelle,autres produits,Ports francs et petites îles,394
import,La Rochelle,autres produits,Grande Bretagne,1024
import,La Rochelle,autres produits,Europe,2575
import,La Rochelle,autres produits,Ports francs et petites îles,2056
import,La Rochelle,autres produits,Europe,166
import,La Rochelle,autres produits,Europe,34770
import,La Rochelle,autres produits,Europe,100
import,La Rochelle,autres produits,Europe,485
import,La Rochelle,autres produits,Europe,940
import,La Rochelle,autres produits,Europe,1960
import,La Rochelle,autres produits,Ports francs et petites îles,1620
import,La Rochelle,autres produits,Europe,529.60004
import,La Rochelle,autres produits,Ports francs et petites îles,4200
import,La Rochelle,autres produits,Reste du monde (USA),420
import,La Rochelle,autres produits,Europe,71236
import,La Rochelle,autres produits,Europe,27162
import,La Rochelle,autres produits,Europe,114
import,La Rochelle,autres produits,Ports francs et petites îles,2664
import,La Rochelle,autres produits,Europe,880
import,La Rochelle,autres produits,Europe,233.5
import,La Rochelle,autres produits,Ports francs et petites îles,1500
import,La Rochelle,autres produits,Grande Bretagne,26604.9
import,La Rochelle,autres produits,Europe,21199.801
import,La Rochelle,autres produits,Ports francs et petites îles,405
import,La Rochelle,autres produits,Europe,6225
import,La Rochelle,autres produits,Europe,675
import,La Rochelle,autres produits,Ports francs et petites îles,5274.8501
import,La Rochelle,autres produits,Europe,672.34998
import,La Rochelle,autres produits,Europe,2180
import,La Rochelle,autres produits,Grande Bretagne,277
import,La Rochelle,autres produits,Grande Bretagne,560
import,La Rochelle,autres produits,Ports francs et petites îles,785296.19
import,La Rochelle,sel,Ports francs et petites îles,14209
import,La Rochelle,autres produits,Ports francs et petites îles,9274.75
import,La Rochelle,autres produits,Ports francs et petites îles,3007.8
import,La Rochelle,autres produits,Ports francs et petites îles,130.89999
import,La Rochelle,autres produits,Europe,891.09998
import,La Rochelle,autres produits,Ports francs et petites îles,405
import,La Rochelle,autres produits,Ports francs et petites îles,1881
import,La Rochelle,autres produits,Grande Bretagne,6525.75
import,La Rochelle,autres produits,Ports francs et petites îles,360
import,La Rochelle,autres produits,Grande Bretagne,225
import,La Rochelle,autres produits,Ports francs et petites îles,9660
import,La Rochelle,autres produits,Ports francs et petites îles,2240
import,La Rochelle,autres produits,Ports francs et petites îles,1152
import,La Rochelle,autres produits,Ports francs et petites îles,288
import,La Rochelle,autres produits,Europe,100161.6
import,La Rochelle,autres produits,Ports francs et petites îles,340
import,La Rochelle,autres produits,Ports francs et petites îles,8793
import,La Rochelle,autres produits,Europe,153
import,La Rochelle,eau-de-vie et vins divers,Ports francs et petites îles,2918
import,La Rochelle,eau-de-vie et vins divers,Ports francs et petites îles,462
import,La Rochelle,autres produits,Ports francs et petites îles,2830
import,La Rochelle,autres produits,Ports francs et petites îles,2983
import,La Rochelle,eau-de-vie et vins divers,Ports francs et petites îles,255
